Timestamp,BG_RL_Agent,BG_Baseline,BG_RL_1hRollingMean,BG_Difference,TimeOfDay,event
2025-01-01 00:00:00,117.45071229516849,95.23537533350056,117.45071229516849,22.21533696166793,0.0,0
2025-01-01 00:15:00,107.92603548243223,97.58599694729867,112.68837388880036,10.340038535133559,0.25,0
2025-01-01 00:30:00,119.71532807151038,127.86269644285649,115.0306919497037,-8.147368371346104,0.5,0
2025-01-01 00:45:00,132.84544784612038,149.15373172107104,119.48438092380786,-16.30828387495066,0.75,0
2025-01-01 01:00:00,106.48769937914996,85.0499031454953,116.74362769480324,21.43779623365465,1.0,0
2025-01-01 01:15:00,106.4879456457623,130.00539647696738,116.38410523563576,-23.517450831205082,1.25,0
2025-01-01 01:30:00,133.68819223261087,129.4750428696516,119.87732127591087,4.213149362959285,1.5,0
2025-01-01 01:45:00,121.51152093729362,167.76675556416896,117.0438395487042,-46.255234626875335,1.75,0
2025-01-01 02:00:00,102.95788421097572,132.29956376574273,116.16138575666062,-29.341679554767012,2.0,0
2025-01-01 02:15:00,118.13840065378947,147.65977969481858,119.07399950866741,-29.521379041029107,2.25,0
2025-01-01 02:30:00,103.04873460781306,142.82514280174925,111.41413510246797,-39.77640819393619,2.5,0
2025-01-01 02:45:00,103.01405369644614,97.388670403856,106.7897682922561,5.6253832925901435,2.75,0
2025-01-01 03:00:00,113.62943407349051,155.36414433263474,109.4576557578848,-41.73471025914422,3.0,0
2025-01-01 03:15:00,81.30079633013304,144.30793010912575,100.24825467697069,-63.00713377899271,3.25,0
2025-01-01 03:30:00,84.12623251230451,150.1653727934918,95.51762915309355,-66.03914028118729,3.5,0
2025-01-01 03:45:00,101.5656870613854,218.52475412872653,95.15553749432836,-116.95906706734112,3.75,0
2025-01-01 04:00:00,94.80753319498365,98.31774121002823,90.45006227470165,-3.510208015044583,4.0,0
2025-01-01 04:15:00,114.71370998892911,174.49393299522217,98.80329068940067,-59.780223006293056,4.25,0
2025-01-01 04:30:00,96.37963886718184,134.2510496119929,101.86664227812,-37.87141074481106,4.5,0
2025-01-01 04:45:00,88.81544447997062,145.74657808806018,98.67908163276631,-56.93113360808955,4.75,0
2025-01-01 05:00:00,131.98473153382332,139.08975509397516,107.97338121747623,-7.105023560151835,5.0,0
2025-01-01 05:15:00,106.61335549270197,131.51527333203913,105.94829259341944,-24.90191783933716,5.25,0
2025-01-01 05:30:00,111.01292307031886,128.60334143522482,109.6066136442037,-17.590418364905958,5.5,0
2025-01-01 05:45:00,88.62877720679815,146.59017471146018,109.55994682591057,-57.96139750466203,5.75,0
2025-01-01 06:00:00,101.83425913212226,109.65652606656641,102.02232872548531,-7.822266934444158,6.0,0
2025-01-01 06:15:00,111.66383884564799,155.0115833504353,103.28494956372182,-43.347744504787315,6.25,0
2025-01-01 06:30:00,92.73509633866546,131.6761119022949,98.71549288080845,-38.94101556362945,6.5,0
2025-01-01 06:45:00,115.63547027518509,117.39861321919284,105.4671661479052,-1.763142944007754,6.75,0
2025-01-01 07:00:00,100.99041965121792,130.99974284008374,105.25620627767911,-30.00932318886582,7.0,0
2025-01-01 07:15:00,105.62459375310085,165.14298433725145,103.74639500454232,-59.518390584150595,7.25,0
2025-01-01 07:30:00,100.97440081655904,129.29329825967554,105.80622112401574,-28.318897443116498,7.5,0
2025-01-01 07:45:00,137.78417276763406,147.1690723641924,111.34339674712797,-9.384899596558341,7.75,0
2025-01-01 08:00:00,109.79754162893099,125.38087448569053,113.54517724155625,-15.58333285675954,8.0,0
2025-01-01 08:15:00,94.1343360656615,155.15843699847238,110.67261281969641,-61.02410093281088,8.25,0
2025-01-01 08:30:00,122.33817368154783,153.71015477580409,116.0135560359436,-31.371981094256256,8.5,0
2025-01-01 08:45:00,91.68734525043467,176.97217666592823,104.48934915664375,-85.28483141549356,8.75,0
2025-01-01 09:00:00,113.13295392507133,136.4887210900157,105.32320223067885,-23.355767164944368,9.0,0
2025-01-01 09:15:00,80.60494814180336,153.37309609515813,101.9408552497143,-72.76814795335477,9.25,0
2025-01-01 09:30:00,90.07720926652354,141.96135079077888,93.87561414595822,-51.88414152425534,9.5,0
2025-01-01 09:45:00,112.95291853803685,165.9174356372603,99.19200746785879,-52.96451709922344,9.75,0
2025-01-01 10:00:00,121.07699869993115,125.6233522478254,101.17801866157373,-4.546353547894242,10.0,0
2025-01-01 10:15:00,112.57052421784955,154.90010625754562,109.16941268058528,-42.329582039696064,10.25,0
2025-01-01 10:30:00,108.2652757641764,136.10605407766636,113.71642930499848,-27.840778313489963,10.5,0
2025-01-01 10:45:00,105.48344456616067,138.71623645783004,111.84906081202944,-33.232791891669365,10.75,0
2025-01-01 11:00:00,87.82217014448858,141.83504968896744,103.5353536731688,-54.012879544478864,11.0,0
2025-01-01 11:15:00,99.20233687407936,145.04480792853354,100.19330683722625,-45.84247105445418,11.25,0
2025-01-01 11:30:00,103.09041843560318,137.67541913756082,98.89959250508295,-34.58500070195764,11.5,0
2025-01-01 11:45:00,125.85683339328374,144.29426366341053,103.99293971186371,-18.437430270126796,11.75,0
2025-01-01 12:00:00,115.15427434352692,171.5623611512437,110.82596576162331,-56.40808680771677,12.0,0
2025-01-01 12:15:00,83.554397669559,159.70899371230436,106.9139809604932,-76.15459604274537,12.25,0
2025-01-01 12:30:00,114.86125954092192,157.38309184993793,109.8566912368229,-42.521832309016006,12.5,0
2025-01-01 12:45:00,104.22376579375525,130.88920947952258,104.44842433694077,-26.66544368576733,12.75,0
2025-01-01 13:00:00,99.84616999541062,122.21518343543352,100.62139824991169,-22.369013440022897,13.0,0
2025-01-01 13:15:00,119.17514433261302,159.10601116475505,109.52658491567522,-39.93086683214203,13.25,0
2025-01-01 13:30:00,125.46499283743927,157.5209358505959,112.17751823980454,-32.05594301315662,13.5,0
2025-01-01 13:45:00,123.96920178674299,169.45341351501963,117.11387723805147,-45.48421172827665,13.75,0
2025-01-01 14:00:00,97.41173715166042,127.9203874806154,116.50526902711393,-30.508650328954985,14.0,0
2025-01-01 14:15:00,105.36181436223178,135.40902689279307,113.05193653451862,-30.047212530561282,14.25,0
2025-01-01 14:30:00,114.96895147105346,107.21031674949131,110.42792619292216,7.758634721562146,14.5,0
2025-01-01 14:45:00,124.63317690683539,132.15057787878254,110.59391997294526,-7.517400971947154,14.75,0
2025-01-01 15:00:00,102.81238643232065,159.93141021158894,111.94408229311031,-57.11902377926829,15.0,0
2025-01-01 15:15:00,107.21511535004274,130.67009241543605,112.40740754006306,-23.454977065393308,15.25,0
2025-01-01 15:30:00,93.40497538990958,152.80959590401648,107.01641351977709,-59.404620514106895,15.5,0
2025-01-01 15:45:00,92.05690063878994,136.18993788004377,98.87234445276573,-44.13303724125383,15.75,0
2025-01-01 16:00:00,122.18788733591298,146.4811405644312,103.71621967866382,-24.293253228518225,16.0,0
2025-01-01 16:15:00,130.34360042856235,117.04617220368665,109.49834094829372,13.297428224875702,16.25,0
2025-01-01 16:30:00,108.91984817629499,141.704188992678,113.37705914489007,-32.78434081638302,16.5,0
2025-01-01 16:45:00,125.05299346838036,80.17728058198554,121.62608235228768,44.87571288639482,16.75,0
2025-01-01 17:00:00,115.42454037571451,136.26207683676031,119.93524561223805,-20.8375364610458,17.0,0
2025-01-01 17:15:00,100.32320368092314,107.3905351256972,112.43014642532825,-7.067331444774055,17.25,0
2025-01-01 17:30:00,115.4209340826262,164.11989033093633,114.05541790191106,-48.698956248310125,17.5,0
2025-01-01 17:45:00,133.07054849698955,155.54814705529023,116.05980665906336,-22.477598558300684,17.75,0
2025-01-01 18:00:00,109.46260941335073,149.33341963932162,114.5693239184724,-39.870810225970885,18.0,0
2025-01-01 18:15:00,133.4696548372101,170.4201245431876,122.85593670754415,-36.9504697059775,18.25,0
2025-01-01 18:30:00,70.70382343865384,121.02166958350325,111.67665904655105,-50.31784614484941,18.5,0
2025-01-01 18:45:00,122.32853756562835,174.94726395831117,108.99115631371075,-52.61872639268282,18.75,0
2025-01-01 19:00:00,111.30570602357257,158.64383128520768,109.45193046626622,-47.33812526163511,19.0,0
2025-01-01 19:15:00,105.51488974301199,135.2688942556211,102.46323919271669,-29.7540045126091,19.25,0
2025-01-01 19:30:00,111.37641164803253,162.71240294365887,112.63138624506136,-51.33599129562634,19.5,0
2025-01-01 19:45:00,80.18646628098661,117.87412975176731,102.09586842390092,-37.687663470780706,19.75,0
2025-01-01 20:00:00,106.70492168243732,123.50971676944653,100.9456723386171,-16.80479508700921,20.0,0
2025-01-01 20:15:00,115.35668857267619,127.828205535206,103.40612204603316,-12.471516962529805,20.25,0
2025-01-01 20:30:00,132.16841067112273,129.4204458387197,108.6041218018057,2.747964832403028,20.5,0
2025-01-01 20:45:00,102.22594672589528,118.86884714479494,114.11399191303286,-16.642900418899657,20.75,0
2025-01-01 21:00:00,97.87259595660218,164.4616613419065,111.90591048157408,-66.58906538530432,21.0,0
2025-01-01 21:15:00,102.47364434623195,134.82291199260337,108.68514942496304,-32.349267646371416,21.25,0
2025-01-01 21:30:00,123.73103176553111,147.0500993671376,106.57580469856514,-23.319067601606477,21.5,0
2025-01-01 21:45:00,114.93126664489526,128.5929726717264,109.75213467831512,-13.661706026831126,21.75,0
2025-01-01 22:00:00,102.05359694349441,103.58793398902966,110.79738492503819,-1.5343370455352527,22.0,0
2025-01-01 22:15:00,117.69901149670034,145.40114716782844,114.60372671265529,-27.702135671128104,22.25,0
2025-01-01 22:30:00,111.4561632402206,101.75490049160446,111.53500958132764,9.701262748616145,22.5,0
2025-01-01 22:45:00,124.52967485799334,138.62731907829064,113.93461163460218,-14.097644220297298,22.75,0
2025-01-01 23:00:00,99.46920359183972,112.6336992233438,113.2885132966885,-13.164495631504082,23.0,0
2025-01-01 23:15:00,105.08506780103347,179.74551998461615,110.13502737277179,-74.66045218358268,23.25,0
2025-01-01 23:30:00,104.11837770301764,158.22725444349445,108.30058098847105,-54.1088767404768,23.5,0
2025-01-01 23:45:00,88.04727577801822,142.1150758254296,99.17998121847727,-54.067800047411396,23.75,0
2025-01-02 00:00:00,114.44180415596864,165.27413355309338,102.92313135950948,-50.83232939712474,0.0,0
2025-01-02 00:15:00,113.91582908269834,123.07368045068529,105.1308216799257,-9.15785136798695,0.25,0
2025-01-02 00:30:00,110.07670184963692,150.86958757340187,106.62040271658053,-40.792885723764954,0.5,0
2025-01-02 00:45:00,106.4811929993728,143.99620867437426,111.22888202191916,-37.515015675001465,0.75,0
2025-01-02 01:00:00,88.76943886924379,145.2804016266734,104.81079070023796,-56.510962757429624,1.0,0
2025-01-02 01:15:00,103.69032015851961,165.44707000213535,102.25441346919328,-61.75674984361574,1.25,0
2025-01-02 01:30:00,104.85928225209845,154.64984205559605,100.95005856980866,-49.7905598034976,1.5,0
2025-01-02 01:45:00,97.96584096167572,145.77447325650047,98.82122056038439,-47.80863229482475,1.75,0
2025-01-02 02:00:00,107.58071432500986,106.90225127543408,103.52403942432592,0.6784630495757824,2.0,0
2025-01-02 02:15:00,116.06076285221808,120.79907409441073,106.61665009775052,-4.738311242192651,2.25,0
2025-01-02 02:30:00,138.29278851815795,137.5458213280855,114.9750266642654,0.7469671900724393,2.5,0
2025-01-02 02:45:00,112.61866719247759,141.86744748553303,118.63823322196586,-29.248780293055447,2.75,0
2025-01-02 03:00:00,113.86325586084146,117.39592550652152,120.20886860592377,-3.532669645680059,3.0,0
2025-01-02 03:15:00,108.8833112635075,188.23353351156842,118.41450570874613,-79.35022224806093,3.25,0
2025-01-02 03:30:00,81.21843177051437,170.32788110507147,104.14591652183523,-89.1094493345571,3.5,0
2025-01-02 03:45:00,109.60229186826174,152.04236640784967,103.39182269078127,-42.440074539587926,3.75,0
2025-01-02 04:00:00,110.90345314911539,141.4407372256749,102.65187201284975,-30.5372840765595,4.0,0
2025-01-02 04:15:00,146.9486316872793,135.75582060197698,112.16820211879269,11.19281108530231,4.25,0
2025-01-02 04:30:00,107.11458552828316,120.96163079955528,118.64224055823489,-13.847045271272123,4.5,0
2025-01-02 04:45:00,114.52321013500419,141.54961037037725,119.87247012492051,-27.02640023537306,4.75,0
2025-01-02 05:00:00,109.47932345442135,145.15505080285502,119.51643770124699,-35.67572734843367,5.0,0
2025-01-02 05:15:00,92.46982943570703,115.16478849036751,105.89673713835393,-22.694959054660487,5.25,0
2025-01-02 05:30:00,127.14234221772531,146.68352834489795,110.90367631071447,-19.541186127172637,5.5,0
2025-01-02 05:45:00,121.27899549030161,136.89481902350502,112.59262264953882,-15.615823533203411,5.75,0
2025-01-02 06:00:00,121.8654792056457,101.84384884245219,115.68916158734491,20.02163036319351,6.0,0
2025-01-02 06:15:00,96.35918817807891,122.79229978440996,116.66150127293788,-26.433111606331053,6.25,0
2025-01-02 06:30:00,131.04191466404149,131.72788933156713,117.63639438451692,-0.6859746675256417,6.5,0
2025-01-02 06:45:00,88.97223405811579,177.7537531468038,109.55970402647046,-88.78151908868801,6.75,0
2025-01-02 07:00:00,118.80285640700406,151.13106249067516,108.79404832681006,-32.328206083671105,7.0,0
2025-01-02 07:15:00,142.85683438714966,113.29036861800218,120.41845987907774,29.566465769147484,7.25,0
2025-01-02 07:30:00,95.14195512303968,149.72072578835275,111.44346999382729,-54.57877066531307,7.5,0
2025-01-02 07:45:00,101.50553405595842,109.05392022123269,114.57679499328795,-7.548386165274266,7.75,0
2025-01-02 08:00:00,111.49477047631461,161.65382107774147,112.7497735106156,-50.159050601426856,8.0,0
2025-01-02 08:15:00,102.44786518825701,130.57750696364243,102.64753121089242,-28.129641775385423,8.25,0
2025-01-02 08:30:00,86.74004853400801,138.12727622521658,100.54705456363452,-51.387227691208565,8.5,0
2025-01-02 08:45:00,111.0284446220904,166.5159329508438,102.9277822051675,-55.487488328753386,8.75,0
2025-01-02 09:00:00,94.06544429410843,114.256728628315,98.57045065961596,-20.19128433420657,9.0,0
2025-01-02 09:15:00,117.10388645952773,112.05763629774017,102.23445597743364,5.046250161787555,9.25,0
2025-01-02 09:30:00,96.20863648649295,128.3280134730799,104.60160296555487,-32.11937698658694,9.5,0
